Date,Year,Month,Day,Open Price,Low Price,High Price,AVG Price,Close Price,Volume
2022-08-29,2022,August,29,221.929993,221.520004,229.869995,225.6949995,224.570007,7109400
2022-08-30,2022,August,30,226.660004,218.740005,229.789993,224.264999,220.649994,5740400
2022-08-31,2022,August,31,227.0,223.429993,233.880005,228.654999,223.559998,8615900
2022-09-01,2022,September,1,220.720001,219.470001,230.369995,224.919998,230.039993,7292900
2022-09-02,2022,September,2,231.029999,225.039993,233.880005,229.459999,226.110001,8164900
2022-09-06,2022,September,6,225.589996,214.690002,226.850006,220.770004,218.389999,7469000
2022-09-07,2022,September,7,220.210007,218.270004,229.330002,223.800003,228.960007,8149300
2022-09-08,2022,September,8,224.160004,221.300003,228.740005,225.020004,227.440002,6737400
2022-09-09,2022,September,9,229.619995,229.619995,234.779999,232.199997,233.570007,6699600
2022-09-12,2022,September,12,233.610001,233.369995,239.490005,236.43,236.529999,6047400
2022-09-13,2022,September,13,226.5,217.720001,227.690002,222.70500149999998,218.130005,8000100
2022-09-14,2022,September,14,219.820007,215.800003,228.0,221.9000015,224.119995,8230300
2022-09-15,2022,September,15,230.470001,229.100006,242.289993,235.6949995,235.380005,19454100
2022-09-16,2022,September,16,231.220001,227.830002,241.360001,234.59500150000002,240.130005,18914200
2022-09-19,2022,September,19,245.050003,235.75,245.25,240.5,243.630005,17912400
2022-09-20,2022,September,20,240.369995,239.660004,250.490005,245.07500449999998,242.850006,16037400
2022-09-21,2022,September,21,242.669998,236.679993,248.300003,242.489998,236.869995,9166800
2022-09-22,2022,September,22,235.350006,231.660004,240.5,236.08000199999998,237.050003,10018000
2022-09-23,2022,September,23,235.139999,221.429993,236.449997,228.939995,226.410004,11207200
2022-09-26,2022,September,26,225.600006,223.009995,232.699997,227.854996,224.070007,8234300
2022-09-27,2022,September,27,228.630005,220.720001,230.639999,225.68,224.360001,7762200
2022-09-28,2022,September,28,229.690002,227.380005,246.649994,237.0149995,245.199997,17579700
2022-09-29,2022,September,29,241.610001,235.679993,246.979996,241.3299945,239.710007,18994900
2022-09-30,2022,September,30,237.0,233.259995,242.440002,237.8499985,235.440002,11848600
2022-10-03,2022,October,3,237.850006,232.850006,241.539993,237.1949995,239.039993,8657400
2022-10-04,2022,October,4,244.839996,233.25,245.800003,239.5250015,240.740005,13925900
2022-10-05,2022,October,5,238.759995,227.380005,241.589996,234.4850005,236.729996,10825600
2022-10-06,2022,October,6,236.679993,233.910004,244.279999,239.0950015,240.020004,9188900
2022-10-07,2022,October,7,235.770004,224.279999,237.330002,230.8050005,224.75,9806100
2022-10-10,2022,October,10,225.639999,224.229996,233.830002,229.029999,229.979996,9991100
2022-10-11,2022,October,11,226.050003,213.699997,230.440002,222.0699995,214.289993,15282400
2022-10-12,2022,October,12,214.300003,212.639999,223.669998,218.15499849999998,220.869995,12952600
2022-10-13,2022,October,13,212.690002,211.729996,234.470001,223.0999985,232.509995,17505000
2022-10-14,2022,October,14,237.800003,229.509995,238.800003,234.154999,230.0,15293400
2022-10-17,2022,October,17,234.410004,234.399994,249.919998,242.15999599999998,245.100006,21057800
2022-10-18,2022,October,18,249.800003,237.729996,250.369995,244.0499955,240.860001,25776700
2022-10-19,2022,October,19,265.0,262.660004,279.299988,270.979996,272.380005,46685300
2022-10-20,2022,October,20,272.779999,266.380005,278.380005,272.380005,268.160004,17207100
2022-10-21,2022,October,21,268.950012,265.679993,290.75,278.2149965,289.570007,24889100
2022-10-24,2022,October,24,290.230011,280.359985,290.48999,285.4249875,282.450012,13326400
2022-10-25,2022,October,25,286.950012,285.549988,297.589996,291.56999199999996,291.019989,15100700
2022-10-26,2022,October,26,290.040009,288.040009,305.630005,296.835007,298.619995,15714100
2022-10-27,2022,October,27,298.329987,294.779999,305.209991,299.994995,296.940002,14612600
2022-10-28,2022,October,28,297.700012,292.290009,301.190002,296.7400055,295.720001,9960500
2022-10-31,2022,October,31,295.130005,289.5,297.619995,293.5599975,291.880005,7505100
2022-11-01,2022,November,1,296.170013,286.420013,299.700012,293.06001249999997,286.75,6916400
2022-11-02,2022,November,2,286.399994,272.839996,287.329987,280.0849915,273.0,10367600
2022-11-03,2022,November,3,271.25,268.799988,276.290009,272.5449985,269.059998,7057400
2022-11-04,2022,November,4,272.019989,255.320007,274.970001,265.14500400000003,260.790009,11124700
2022-11-07,2022,November,7,261.059998,252.089996,261.149994,256.619995,258.600006,7927000
2022-11-08,2022,November,8,259.920013,256.880005,266.079987,261.479996,263.459991,7683800
2022-11-09,2022,November,9,259.660004,254.220001,260.899994,257.5599975,254.660004,7266000
2022-11-10,2022,November,10,265.98999,260.089996,275.359985,267.7249905,274.970001,9667300
2022-11-11,2022,November,11,274.470001,271.559998,290.660004,281.110001,290.130005,9573800
2022-11-14,2022,November,14,290.0,288.190002,311.0,299.595001,299.269989,17978200
2022-11-15,2022,November,15,309.200012,302.549988,312.709991,307.62998949999997,310.200012,14626900
2022-11-16,2022,November,16,309.940002,303.609985,310.48999,307.0499875,306.019989,8038600
2022-11-17,2022,November,17,294.720001,291.0,299.820007,295.4100035,295.279999,9838200
2022-11-18,2022,November,18,297.329987,287.0,298.0,292.5,287.980011,8400100
2022-11-21,2022,November,21,291.0,282.660004,291.869995,287.26499950000004,285.049988,7256500
2022-11-22,2022,November,22,284.98999,277.339996,286.980011,282.1600035,286.690002,6245100
2022-11-23,2022,November,23,285.910004,283.76001,292.470001,288.11500550000005,291.5,5919000
2022-11-25,2022,November,25,289.0,284.170013,289.209991,286.690002,285.540009,3236000
2022-11-28,2022,November,28,284.0,280.529999,289.549988,285.0399935,281.170013,4703400
2022-11-29,2022,November,29,282.5,275.940002,282.959991,279.4499965,280.959991,5786900
2022-11-30,2022,November,30,281.369995,280.410004,308.26001,294.335007,305.529999,16070100
2022-12-01,2022,December,1,303.98999,303.029999,319.799988,311.4149935,316.950012,14664900
2022-12-02,2022,December,2,310.48999,310.0,321.98999,315.994995,320.410004,12690600
2022-12-05,2022,December,5,316.459991,310.920013,322.769989,316.845001,312.589996,8423000
2022-12-06,2022,December,6,311.0,303.130005,313.220001,308.175003,305.559998,7195400
2022-12-07,2022,December,7,306.5,302.100006,309.609985,305.8549955,308.420013,7821600
2022-12-08,2022,December,8,309.109985,304.809998,312.380005,308.59500149999997,310.26001,7205300
2022-12-09,2022,December,9,321.450012,319.519989,329.0,324.2599945,320.01001,14364000
2022-12-12,2022,December,12,320.0,308.850006,323.179993,316.01499950000004,315.179993,10148600
2022-12-13,2022,December,13,328.0,317.200012,332.720001,324.9600065,320.339996,10756400
2022-12-14,2022,December,14,318.970001,314.420013,324.709991,319.565002,317.829987,7543300
2022-12-15,2022,December,15,302.119995,286.549988,303.390015,294.97000149999997,290.410004,17724600
2022-12-16,2022,December,16,288.76001,288.700012,294.720001,291.7100065,290.709991,14080000
2022-12-19,2022,December,19,289.730011,286.130005,292.25,289.1900025,288.299988,6163700
2022-12-20,2022,December,20,281.23999,280.809998,289.279999,285.0449985,288.190002,6918100
2022-12-21,2022,December,21,289.98999,286.5,300.660004,293.58000200000004,297.959991,6376200
2022-12-22,2022,December,22,298.089996,290.809998,298.880005,294.84500149999997,297.75,7856200
2022-12-23,2022,December,23,296.179993,291.910004,298.459991,295.1849975,294.959991,4251100
2022-12-27,2022,December,27,293.190002,282.130005,293.570007,287.850006,284.170013,5778100
2022-12-28,2022,December,28,281.920013,273.410004,285.190002,279.300003,276.880005,5964400
2022-12-29,2022,December,29,283.179993,281.01001,295.5,288.255005,291.119995,9588500
2022-12-30,2022,December,30,285.529999,283.220001,295.01001,289.11500550000005,294.880005,7566900
2023-01-03,2023,January,3,298.059998,288.700012,298.390015,293.5450135,294.950012,6764000
2023-01-04,2023,January,4,298.23999,295.51001,311.140015,303.3250125,309.410004,9345100
2023-01-05,2023,January,5,307.0,304.549988,314.179993,309.3649905,309.700012,8328400
2023-01-06,2023,January,6,311.570007,303.690002,316.769989,310.2299955,315.549988,8959800
2023-01-09,2023,January,9,316.829987,313.220001,321.700012,317.4600065,315.170013,6766600
2023-01-10,2023,January,10,311.070007,311.070007,329.350006,320.21000649999996,327.540009,13072300
2023-01-11,2023,January,11,326.5,321.350006,328.880005,325.1150055,327.26001,9579700
2023-01-12,2023,January,12,332.5,323.140015,332.950012,328.0450135,330.130005,10856200
2023-01-13,2023,January,13,329.970001,328.890015,336.649994,332.7700045,332.820007,8286800
2023-01-17,2023,January,17,331.079987,323.600006,332.5,328.050003,326.220001,9247000
2023-01-18,2023,January,18,326.75,321.25,330.079987,325.66499350000004,326.329987,7814100
2023-01-19,2023,January,19,322.570007,313.390015,324.890015,319.140015,315.779999,18008200
2023-01-20,2023,January,20,336.790009,332.630005,344.0,338.3150025,342.5,28430300
2023-01-23,2023,January,23,341.720001,340.630005,362.25,351.4400025,357.420013,15646900
2023-01-24,2023,January,24,357.529999,355.140015,365.649994,360.3950045,363.829987,11796500
2023-01-25,2023,January,25,360.570007,358.5,368.899994,363.699997,367.959991,7766900
2023-01-26,2023,January,26,368.769989,361.700012,369.019989,365.3600005,364.869995,8256800
2023-01-27,2023,January,27,363.200012,360.589996,365.920013,363.2550045,360.769989,6703500
2023-01-30,2023,January,30,358.440002,352.859985,360.950012,356.90499850000003,353.109985,5127600
2023-01-31,2023,January,31,349.980011,348.709991,355.950012,352.3300015,353.859985,5660700
2023-02-01,2023,February,1,353.859985,349.910004,365.390015,357.6500095,361.98999,8005200
2023-02-02,2023,February,2,365.160004,358.429993,368.320007,363.375,366.890015,7857000
2023-02-03,2023,February,3,359.079987,359.0,379.429993,369.2149965,365.899994,9402000
2023-02-06,2023,February,6,363.640015,360.679993,368.450012,364.5650025,361.480011,4994900
2023-02-07,2023,February,7,358.51001,354.179993,364.179993,359.179993,362.950012,6289400
2023-02-08,2023,February,8,360.019989,358.309998,368.190002,363.25,366.829987,6253200
2023-02-09,2023,February,9,372.410004,361.73999,373.829987,367.7849885,362.5,6901100
2023-02-10,2023,February,10,359.160004,347.140015,362.140015,354.640015,347.359985,7291100
2023-02-13,2023,February,13,349.5,344.25,359.700012,351.975006,358.570007,7134400
2023-02-14,2023,February,14,357.549988,353.399994,363.75,358.574997,359.959991,4624800
2023-02-15,2023,February,15,356.630005,354.23999,362.880005,358.5599975,361.420013,3966000
2023-02-16,2023,February,16,355.0,350.309998,361.5,355.904999,350.709991,5215700
2023-02-17,2023,February,17,347.910004,342.440002,349.0,345.720001,347.959991,5294700
2023-02-21,2023,February,21,342.850006,336.420013,344.130005,340.27500899999995,337.5,5710300
2023-02-22,2023,February,22,337.5,332.820007,341.910004,337.3650055,334.880005,4546200
2023-02-23,2023,February,23,331.230011,314.299988,331.279999,322.7899935,323.649994,13238700
2023-02-24,2023,February,24,319.299988,314.519989,321.5,318.0099945,317.149994,6830700
2023-02-27,2023,February,27,323.869995,322.119995,330.0,326.0599975,323.029999,6142600
2023-02-28,2023,February,28,323.700012,321.170013,327.619995,324.395004,322.130005,3676100
2023-03-01,2023,March,1,321.549988,312.359985,326.600006,319.4799955,313.480011,4911300
2023-03-02,2023,March,2,310.959991,310.380005,315.570007,312.975006,311.880005,4911000
2023-03-03,2023,March,3,315.450012,310.820007,317.48999,314.1549985,315.179993,5953300
2023-03-06,2023,March,6,317.0,311.839996,323.299988,317.56999199999996,312.029999,5660700
2023-03-07,2023,March,7,312.679993,306.619995,314.299988,310.4599915,308.470001,4553100
2023-03-08,2023,March,8,309.290009,305.75,311.829987,308.78999350000004,311.790009,3479500
2023-03-09,2023,March,9,312.079987,294.880005,312.51001,303.6950075,297.779999,7443400
2023-03-10,2023,March,10,297.899994,289.0,298.790009,293.8950045,292.76001,5759300
2023-03-13,2023,March,13,287.339996,285.329987,299.23999,292.2849885,293.51001,6292400
2023-03-14,2023,March,14,295.970001,290.309998,297.450012,293.880005,294.940002,5956700
2023-03-15,2023,March,15,292.51001,292.279999,306.309998,299.2949985,303.790009,9215300
2023-03-16,2023,March,16,304.75,301.709991,316.600006,309.15499850000003,310.059998,7903700
2023-03-17,2023,March,17,310.059998,300.0,310.76001,305.380005,303.5,6918800
2023-03-20,2023,March,20,299.790009,296.0,307.5,301.75,305.130005,5113400
2023-03-21,2023,March,21,306.320007,300.429993,307.920013,304.175003,305.790009,4886300
2023-03-22,2023,March,22,306.309998,293.540009,306.450012,299.99501050000003,293.899994,5808000
2023-03-23,2023,March,23,304.679993,304.140015,322.779999,313.460007,320.369995,15653300
2023-03-24,2023,March,24,320.630005,320.630005,331.829987,326.229996,328.390015,12991700
2023-03-27,2023,March,27,327.549988,324.410004,336.440002,330.425003,327.660004,8625800
2023-03-28,2023,March,28,326.059998,321.279999,333.320007,327.30000299999995,323.519989,6489400
2023-03-29,2023,March,29,326.290009,325.730011,332.850006,329.2900085,332.029999,6287300
2023-03-30,2023,March,30,340.269989,335.299988,343.290009,339.2949985,338.429993,7131500
2023-03-31,2023,March,31,340.049988,337.200012,345.839996,341.520004,345.480011,5610200
2023-04-03,2023,April,3,341.829987,340.399994,348.579987,344.4899905,348.279999,4413700
2023-04-04,2023,April,4,348.48999,343.950012,349.799988,346.875,346.75,3298100
2023-04-05,2023,April,5,345.299988,336.25,345.429993,340.8399965,342.350006,4205500
2023-04-06,2023,April,6,339.339996,332.630005,340.480011,336.555008,339.329987,4660500
