Date,Year,Month,Day,Open Price,Low Price,High Price,AVG Price,Close Price,Volume,Company Name
2023-02-18,2023,February,18,105.23,105.13,105.23,105.18,105.22,1566025.0,Disney
2023-02-21,2023,February,21,103.55,101.83,103.73,102.78,102.07,7030030.0,Disney
2023-02-22,2023,February,22,102.09,101.09,102.56,101.825,101.68,7957615.0,Disney
2023-02-23,2023,February,23,101.7,99.61,102.05,100.83,101.7,8476928.0,Disney
2023-02-24,2023,February,24,101.7,98.96,101.74,100.35,100.3,7336561.0,Disney
2023-02-25,2023,February,25,100.29,100.25,100.31,100.28,100.3,779954.0,Disney
2023-02-27,2023,February,27,100.73,100.06,101.47,100.765,100.46,4021744.0,Disney
2023-02-28,2023,February,28,100.45,99.57,100.75,100.16,99.8,4926639.0,Disney
2023-03-01,2023,March,1,99.8,98.1,99.86,98.97999999999999,98.52,7314107.0,Disney
2023-03-02,2023,March,2,98.53,97.42,99.29,98.355,98.85,5587137.0,Disney
2023-03-03,2023,March,3,98.86,98.84,101.18,100.01,101.13,6400055.0,Disney
2023-03-04,2023,March,4,101.11,101.1,101.18,101.14,101.14,1304873.0,Disney
2023-03-06,2023,March,6,101.61,100.49,102.7,101.595,100.65,4296865.0,Disney
2023-03-07,2023,March,7,100.69,98.89,100.94,99.91499999999999,99.08,5054155.0,Disney
2023-03-08,2023,March,8,99.09,98.3,99.62,98.96000000000001,99.3,4221783.0,Disney
2023-03-09,2023,March,9,99.31,95.92,100.05,97.985,96.24,5796567.0,Disney
2023-03-10,2023,March,10,96.18,92.83,96.25,94.53999999999999,93.58,11308697.0,Disney
2023-03-11,2023,March,11,93.61,93.57,93.61,93.59,93.57,1928781.0,Disney
2023-03-13,2023,March,13,91.89,90.46,94.02,92.24,92.6,8485960.0,Disney
2023-03-14,2023,March,14,94.0,92.34,94.3,93.32,93.36,10029334.0,Disney
2023-03-15,2023,March,15,91.63,91.41,93.36,92.38499999999999,93.1,7737277.0,Disney
2023-03-16,2023,March,16,92.67,91.89,94.56,93.225,94.29,7354696.0,Disney
2023-03-17,2023,March,17,94.05,92.91,94.27,93.59,93.2,12826654.0,Disney
2023-03-20,2023,March,20,93.43,93.0,94.92,93.96000000000001,94.22,5766036.0,Disney
2023-03-21,2023,March,21,95.17,95.17,96.85,96.00999999999999,96.54,6443345.0,Disney
2023-03-22,2023,March,22,97.45,94.82,97.93,96.375,94.9,6362844.0,Disney
2023-03-23,2023,March,23,95.28,94.76,97.02,95.89,95.83,8229552.0,Disney
2023-03-24,2023,March,24,94.81,93.02,95.0,94.00999999999999,94.08,8311478.0,Disney
2023-03-27,2023,March,27,94.78,94.38,96.02,95.19999999999999,95.62,5426113.0,Disney
2023-03-28,2023,March,28,95.51,94.59,96.0,95.295,94.82,4422673.0,Disney
2023-03-29,2023,March,29,96.08,95.35,96.91,96.13,96.87,5235593.0,Disney
2023-03-30,2023,March,30,98.73,97.67,98.92,98.295,98.1,5976474.0,Disney
2023-03-31,2023,March,31,98.89,98.5,100.2,99.35,100.13,6652183.0,Disney
2023-04-03,2023,April,3,100.21,99.27,100.43,99.85,99.76,5609624.0,Disney
2023-04-04,2023,April,4,100.3,98.76,100.42,99.59,99.57,5317561.0,Disney
2023-04-05,2023,April,5,99.7,98.63,100.18,99.405,99.91,6074697.0,Disney
2023-04-06,2023,April,6,99.44,98.55,100.32,99.435,99.97,5492088.0,Disney
2023-04-10,2023,April,10,99.3,98.9,100.81,99.855,100.81,5925877.0,Disney
2023-04-11,2023,April,11,101.16,100.29,101.91,101.1,100.42,5777638.0,Disney
2023-04-12,2023,April,12,101.25,97.7,102.22,99.96000000000001,97.94,6885172.0,Disney
2023-04-13,2023,April,13,98.51,98.51,101.07,99.78999999999999,100.84,6706841.0,Disney
2023-04-14,2023,April,14,100.5,98.93,100.86,99.89500000000001,99.9,6478749.0,Disney
2023-04-17,2023,April,17,99.57,99.15,100.57,99.86,100.3,5048622.0,Disney
2023-04-18,2023,April,18,100.61,99.6,101.15,100.375,100.93,6246391.0,Disney
2023-04-19,2023,April,19,99.78,98.36,99.83,99.095,98.75,9765137.0,Disney
2023-04-20,2023,April,20,97.75,97.39,98.58,97.985,98.07,6029358.0,Disney
2023-04-21,2023,April,21,98.16,97.72,99.72,98.72,99.57,7600646.0,Disney
2023-04-24,2023,April,24,100.15,98.67,100.74,99.705,99.68,7423440.0,Disney
2023-04-25,2023,April,25,99.38,98.01,99.71,98.86,98.01,5070515.0,Disney
2023-04-26,2023,April,26,97.84,96.46,98.48,97.47,96.61,6406885.0,Disney
2023-04-27,2023,April,27,97.13,96.71,100.07,98.38999999999999,99.93,7179630.0,Disney
2023-04-28,2023,April,28,99.37,99.08,102.56,100.82,102.5,9742344.0,Disney
2023-05-01,2023,May,1,102.41,101.61,102.61,102.11,102.21,5697773.0,Disney
2023-05-02,2023,May,2,101.33,99.62,101.7,100.66,100.6,5787661.0,Disney
2023-05-03,2023,May,3,101.06,100.64,102.58,101.61,100.86,6644511.0,Disney
2023-05-04,2023,May,4,99.54,96.61,99.54,98.075,97.45,11591653.0,Disney
2023-05-05,2023,May,5,98.59,98.11,100.85,99.47999999999999,100.52,8118455.0,Disney
2023-05-08,2023,May,8,101.7,101.69,103.91,102.8,102.97,8172389.0,Disney
2023-05-09,2023,May,9,102.91,102.09,102.98,102.535,102.18,5119853.0,Disney
2023-05-10,2023,May,10,103.0,100.04,103.25,101.64500000000001,101.14,11348979.0,Disney
2023-05-11,2023,May,11,94.8,91.88,95.11,93.495,92.31,47154903.0,Disney
2023-05-12,2023,May,12,92.34,91.24,92.88,92.06,91.99,18503928.0,Disney
2023-05-15,2023,May,15,91.54,90.7,92.87,91.785,92.86,13342447.0,Disney
2023-05-16,2023,May,16,92.04,90.78,92.42,91.6,90.98,13482607.0,Disney
2023-05-17,2023,May,17,91.02,90.85,93.05,91.94999999999999,92.77,10063765.0,Disney
2023-05-18,2023,May,18,92.85,92.46,94.24,93.35,93.76,11520730.0,Disney
2023-05-19,2023,May,19,93.0,91.32,93.0,92.16,91.35,15252180.0,Disney
2023-05-22,2023,May,22,91.33,89.89,91.94,90.91499999999999,91.82,11727072.0,Disney
2023-05-23,2023,May,23,91.1,89.81,92.03,90.92,89.82,11081060.0,Disney
2023-05-24,2023,May,24,89.44,88.41,89.49,88.94999999999999,89.07,11233951.0,Disney
2023-05-25,2023,May,25,89.56,87.79,89.56,88.67500000000001,88.14,10473450.0,Disney
2023-05-26,2023,May,26,88.49,88.1,89.24,88.66999999999999,88.29,10479009.0,Disney
2023-05-30,2023,May,30,88.97,87.01,88.97,87.99000000000001,87.82,11863623.0,Disney
2023-05-31,2023,May,31,87.58,87.15,88.17,87.66,87.96,10289201.0,Disney
2023-06-01,2023,June,1,88.4,87.11,89.06,88.08500000000001,88.59,10372539.0,Disney
2023-06-02,2023,June,2,89.63,89.6,91.34,90.47,90.77,11118946.0,Disney
2023-06-05,2023,June,5,91.2,89.44,91.76,90.6,91.0,16100141.0,Disney
2023-06-06,2023,June,6,91.1,91.02,92.51,91.765,92.16,10557448.0,Disney
2023-06-07,2023,June,7,92.78,91.86,93.08,92.47,92.52,9825203.0,Disney
2023-06-08,2023,June,8,92.52,91.3,92.68,91.99000000000001,92.53,7519168.0,Disney
2023-06-09,2023,June,9,92.78,91.55,92.92,92.235,91.93,8957718.0,Disney
2023-06-12,2023,June,12,92.25,91.77,93.23,92.5,93.14,9858450.0,Disney
2023-06-13,2023,June,13,94.12,93.44,94.44,93.94,93.85,10254003.0,Disney
2023-06-14,2023,June,14,94.26,91.92,94.52,93.22,92.45,13220383.0,Disney
2023-06-15,2023,June,15,92.06,91.61,93.52,92.565,92.94,10396812.0,Disney
2023-06-16,2023,June,16,92.88,90.86,92.97,91.91499999999999,91.32,18427484.0,Disney
2023-06-20,2023,June,20,90.29,89.74,90.78,90.25999999999999,89.75,11757622.0,Disney
2023-06-21,2023,June,21,89.55,88.11,89.67,88.89,88.64,14190904.0,Disney
2023-06-22,2023,June,22,88.44,88.12,89.19,88.655,88.49,8317156.0,Disney
2023-06-23,2023,June,23,88.02,87.61,88.4,88.005,88.1,12962975.0,Disney
2023-06-26,2023,June,26,88.04,87.77,89.49,88.63,88.7,9378640.0,Disney
2023-06-27,2023,June,27,88.9,88.49,89.66,89.07499999999999,89.06,7633475.0,Disney
2023-06-28,2023,June,28,89.39,88.53,89.4,88.965,88.83,10601008.0,Disney
2023-06-29,2023,June,29,87.8,87.34,89.12,88.23,88.95,10667221.0,Disney
2023-06-30,2023,June,30,89.18,88.61,89.6,89.10499999999999,89.28,9833670.0,Disney
2023-07-03,2023,July,3,89.12,88.91,90.95,89.93,90.5,6805507.0,Disney
2023-07-05,2023,July,5,90.11,89.25,90.39,89.82,89.79,8752397.0,Disney
2023-07-06,2023,July,6,88.67,87.78,88.83,88.305,88.74,9594749.0,Disney
2023-07-07,2023,July,7,88.31,88.08,89.73,88.905,88.64,7637701.0,Disney
2023-07-10,2023,July,10,88.25,87.86,88.68,88.27000000000001,88.1,12904051.0,Disney
2023-07-11,2023,July,11,88.2,88.15,89.59,88.87,89.49,10838068.0,Disney
2023-07-12,2023,July,12,90.11,89.57,90.71,90.13999999999999,90.15,11077936.0,Disney
2023-07-13,2023,July,13,90.55,89.08,90.81,89.945,90.47,12013248.0,Disney
2023-07-14,2023,July,14,90.41,88.42,90.49,89.455,88.62,15672758.0,Disney
2023-07-17,2023,July,17,88.42,85.3,88.49,86.895,85.56,27549257.0,Disney
2023-07-18,2023,July,18,85.51,85.31,87.3,86.305,85.95,17708059.0,Disney
2023-07-19,2023,July,19,86.2,86.19,87.89,87.03999999999999,87.04,13755227.0,Disney
2023-07-20,2023,July,20,86.84,86.03,87.18,86.605,86.21,12484684.0,Disney
2023-07-21,2023,July,21,86.3,85.88,87.9,86.89,87.18,16387142.0,Disney
2023-07-24,2023,July,24,87.49,86.55,87.96,87.255,86.6,12149220.0,Disney
2023-07-25,2023,July,25,85.73,85.16,86.31,85.735,85.63,11951438.0,Disney
2023-07-26,2023,July,26,85.67,85.45,86.27,85.86,85.86,10226554.0,Disney
2023-07-27,2023,July,27,86.6,85.19,86.88,86.035,85.36,12095982.0,Disney
2023-07-28,2023,July,28,85.86,85.45,86.58,86.015,86.13,11011119.0,Disney
2023-07-31,2023,July,31,87.0,86.88,89.36,88.12,88.89,16205438.0,Disney
2023-08-01,2023,August,1,89.12,88.46,89.73,89.095,89.03,11957938.0,Disney
2023-08-02,2023,August,2,88.26,86.26,88.33,87.295,86.3,12112424.0,Disney
2023-08-03,2023,August,3,85.82,85.45,86.46,85.955,85.49,10634844.0,Disney
2023-08-04,2023,August,4,85.94,85.45,87.11,86.28,86.3,9024177.0,Disney
2023-08-07,2023,August,7,86.66,85.99,87.23,86.61,86.83,8488688.0,Disney
2023-08-08,2023,August,8,86.5,86.1,88.33,87.215,88.13,12157336.0,Disney
2023-08-09,2023,August,9,89.2,87.04,89.56,88.30000000000001,87.49,16706147.0,Disney
2023-08-10,2023,August,10,89.97,87.75,92.53,90.14,91.76,45717211.0,Disney
2023-08-11,2023,August,11,91.32,88.86,91.35,90.10499999999999,89.02,17764725.0,Disney
2023-08-14,2023,August,14,88.99,87.99,89.3,88.645,88.81,11382732.0,Disney
2023-08-15,2023,August,15,87.99,86.89,88.23,87.56,87.06,11165941.0,Disney
2023-08-16,2023,August,16,86.54,86.08,87.06,86.57,86.35,9018654.0,Disney
2023-08-17,2023,August,17,86.92,85.8,86.96,86.38,85.92,9268594.0,Disney
2023-08-18,2023,August,18,85.37,85.37,86.72,86.045,85.96,10850102.0,Disney
2023-08-21,2023,August,21,85.81,85.41,86.25,85.83,85.88,8852364.0,Disney
2023-08-22,2023,August,22,85.71,85.37,86.09,85.73,85.79,7693094.0,Disney
2023-08-23,2023,August,23,85.81,85.64,86.33,85.985,85.83,6155068.0,Disney
2023-08-24,2023,August,24,85.51,82.46,85.95,84.205,82.47,22588739.0,Disney
2023-08-25,2023,August,25,83.07,82.46,83.65,83.055,83.36,12776909.0,Disney
2023-08-28,2023,August,28,83.83,83.53,84.69,84.11,84.16,9829294.0,Disney
2023-08-29,2023,August,29,83.79,83.73,84.55,84.14,84.4,9201465.0,Disney
2023-08-30,2023,August,30,84.4,83.83,84.68,84.255,84.28,8519647.0,Disney
2023-08-31,2023,August,31,84.46,83.64,84.61,84.125,83.68,8134907.0,Disney
2023-09-01,2023,September,1,82.11,80.53,82.23,81.38,81.64,23613225.0,Disney
2023-09-05,2023,September,5,81.42,81.18,82.39,81.785,81.19,9867280.0,Disney
2023-09-06,2023,September,6,80.79,80.53,82.09,81.31,80.98,13654141.0,Disney
2023-09-07,2023,September,7,80.82,79.75,80.85,80.3,80.57,12144389.0,Disney
2023-09-08,2023,September,8,80.54,80.17,81.67,80.92,81.58,12141364.0,Disney
2023-09-11,2023,September,11,81.94,81.17,83.85,82.50999999999999,82.52,21326254.0,Disney
2023-09-12,2023,September,12,83.03,82.57,84.67,83.62,83.68,13402219.0,Disney
2023-09-13,2023,September,13,83.35,83.12,84.05,83.58500000000001,83.48,8367931.0,Disney
2023-09-14,2023,September,14,84.0,83.04,84.74,83.89,84.48,17321338.0,Disney
2023-09-15,2023,September,15,85.22,84.61,86.19,85.4,85.58,16923120.0,Disney
2023-09-18,2023,September,18,85.24,84.98,85.92,85.45,85.02,7753512.0,Disney
2023-09-19,2023,September,19,83.92,81.71,84.79,83.25,81.94,17781702.0,Disney
2023-09-20,2023,September,20,82.03,81.64,83.2,82.42,82.56,10521061.0,Disney
2023-09-21,2023,September,21,82.06,81.92,83.67,82.795,82.73,11930354.0,Disney
2023-09-22,2023,September,22,82.91,81.2,83.35,82.275,81.25,10198513.0,Disney
2023-09-25,2023,September,25,81.56,80.56,81.77,81.16499999999999,81.01,8663685.0,Disney
2023-09-26,2023,September,26,80.5,79.79,80.74,80.265,80.05,10206220.0,Disney
2023-09-27,2023,September,27,80.12,79.22,80.56,79.89,79.9,12103270.0,Disney
2023-09-28,2023,September,28,80.28,79.65,80.92,80.285,80.13,9834344.0,Disney
2023-09-29,2023,September,29,80.66,80.41,81.33,80.87,81.05,10738814.0,Disney
2023-10-02,2023,October,2,80.92,80.79,81.77,81.28,81.67,7406659.0,Disney
2023-10-03,2023,October,3,81.25,79.46,81.89,80.675,79.54,10817135.0,Disney
2023-10-04,2023,October,4,79.61,78.73,79.79,79.26,79.32,9534438.0,Disney
2023-10-05,2023,October,5,79.1,78.88,80.94,79.91,80.81,11622431.0,Disney
2023-10-06,2023,October,6,81.05,80.49,83.53,82.00999999999999,82.94,12643102.0,Disney
2023-10-09,2023,October,9,84.3,83.13,84.88,84.005,84.7,11094061.0,Disney
2023-10-10,2023,October,10,84.79,83.93,85.29,84.61000000000001,84.99,7129233.0,Disney
2023-10-11,2023,October,11,85.37,84.26,85.72,84.99000000000001,84.85,7548418.0,Disney
2023-10-12,2023,October,12,84.83,83.51,85.07,84.28999999999999,84.35,8421758.0,Disney
2023-10-13,2023,October,13,83.94,83.38,84.58,83.97999999999999,84.35,7634848.0,Disney
2023-10-16,2023,October,16,84.31,84.31,85.93,85.12,85.71,9265696.0,Disney
2023-10-17,2023,October,17,85.35,85.31,86.29,85.80000000000001,86.2,8113862.0,Disney
2023-10-18,2023,October,18,85.69,84.6,86.26,85.43,84.68,7893249.0,Disney
2023-10-19,2023,October,19,85.26,83.17,85.27,84.22,83.25,10884996.0,Disney
2023-10-20,2023,October,20,82.9,82.61,83.44,83.025,82.65,9496881.0,Disney
2023-10-23,2023,October,23,82.08,80.91,84.03,82.47,83.1,9020339.0,Disney
2023-10-24,2023,October,24,83.41,81.74,84.2,82.97,82.56,8658438.0,Disney
2023-10-25,2023,October,25,82.13,80.52,82.55,81.535,80.59,7560683.0,Disney
2023-10-26,2023,October,26,80.08,79.42,80.61,80.015,79.78,8584187.0,Disney
2023-10-27,2023,October,27,79.75,79.23,81.03,80.13,79.33,8316717.0,Disney
2023-10-30,2023,October,30,79.72,79.53,80.93,80.23,80.68,7349487.0,Disney
2023-10-31,2023,October,31,80.69,80.33,81.67,81.0,81.59,7972217.0,Disney
2023-11-01,2023,November,1,81.53,80.18,81.58,80.88,81.07,7008429.0,Disney
2023-11-02,2023,November,2,82.21,81.82,83.3,82.56,83.29,8477023.0,Disney
2023-11-03,2023,November,3,84.17,84.16,85.93,85.045,85.07,8672666.0,Disney
2023-11-06,2023,November,6,85.08,83.59,85.8,84.695,84.04,8534596.0,Disney
2023-11-07,2023,November,7,84.04,83.95,84.68,84.315,84.58,10085396.0,Disney
2023-11-08,2023,November,8,84.59,83.95,84.92,84.435,84.58,14594122.0,Disney
2023-11-09,2023,November,9,84.58,84.5,91.21,87.85499999999999,90.37,40993642.0,Disney
2023-11-10,2023,November,10,90.35,86.94,90.37,88.655,88.26,20813644.0,Disney
2023-11-11,2023,November,11,88.25,88.25,88.28,88.265,88.27,1963569.0,Disney
2023-11-13,2023,November,13,88.42,87.41,89.9,88.655,89.45,9550696.0,Disney
2023-11-14,2023,November,14,89.44,89.44,91.54,90.49000000000001,91.11,11112052.0,Disney
2023-11-15,2023,November,15,91.11,91.07,94.57,92.82,93.94,15476300.0,Disney
2023-11-16,2023,November,16,93.94,93.63,94.61,94.12,94.59,12149897.0,Disney
2023-11-17,2023,November,17,94.6,93.92,95.38,94.65,94.17,9516846.0,Disney
2023-11-18,2023,November,18,94.17,94.15,94.18,94.165,94.15,1059106.0,Disney
2023-11-20,2023,November,20,93.98,93.87,95.59,94.73,95.08,8054859.0,Disney
2023-11-21,2023,November,21,95.03,93.96,95.04,94.5,94.43,6826570.0,Disney
2023-11-22,2023,November,22,94.44,94.44,95.71,95.07499999999999,95.11,6902878.0,Disney
2023-11-23,2023,November,23,95.12,95.07,95.12,95.095,95.07,687389.0,Disney
2023-11-24,2023,November,24,94.9,94.9,96.51,95.70500000000001,96.06,4450953.0,Disney
2023-11-27,2023,November,27,95.74,94.52,95.74,95.13,95.16,6519298.0,Disney
2023-11-28,2023,November,28,95.17,92.45,95.18,93.815,92.5,12828379.0,Disney
2023-11-29,2023,November,29,92.5,91.44,93.24,92.34,92.53,12335488.0,Disney
2023-11-30,2023,November,30,92.53,92.2,93.86,93.03,92.7,10433208.0,Disney
2023-12-01,2023,December,1,92.71,91.77,92.84,92.305,92.53,9570744.0,Disney
2023-12-02,2023,December,2,92.54,92.54,92.58,92.56,92.58,3204131.0,Disney
2023-12-04,2023,December,4,91.9,91.61,92.41,92.00999999999999,92.0,5959379.0,Disney
2023-12-05,2023,December,5,92.01,89.93,92.01,90.97,90.8,9995688.0,Disney
2023-12-06,2023,December,6,90.8,90.62,92.55,91.58500000000001,91.47,7888139.0,Disney
2023-12-07,2023,December,7,91.48,91.48,93.39,92.435,92.36,7055813.0,Disney
2023-12-08,2023,December,8,92.35,92.06,93.54,92.80000000000001,92.83,7083905.0,Disney
2023-12-09,2023,December,9,92.83,92.81,92.83,92.82,92.82,1236011.0,Disney
2023-12-11,2023,December,11,92.73,91.97,93.08,92.525,92.2,5764082.0,Disney
2023-12-12,2023,December,12,92.21,90.86,92.21,91.535,91.05,8906793.0,Disney
2023-12-13,2023,December,13,91.06,90.78,92.87,91.825,92.8,10496454.0,Disney
2023-12-14,2023,December,14,92.81,92.8,94.83,93.815,93.95,9706445.0,Disney
2023-12-15,2023,December,15,93.93,92.93,93.96,93.445,93.41,8808889.0,Disney
2023-12-16,2023,December,16,93.38,93.37,93.46,93.41499999999999,93.46,4928527.0,Disney
2023-12-18,2023,December,18,92.7,92.7,93.71,93.205,92.87,5206295.0,Disney
2023-12-19,2023,December,19,92.88,92.61,93.99,93.3,93.94,6851971.0,Disney
2023-12-20,2023,December,20,93.94,91.25,94.27,92.75999999999999,91.29,10670112.0,Disney
2023-12-21,2023,December,21,91.29,91.06,92.08,91.57,92.05,10607918.0,Disney
2023-12-22,2023,December,22,92.05,90.75,92.24,91.495,91.01,9616156.0,Disney
2023-12-23,2023,December,23,91.02,91.01,91.04,91.025,91.02,1122159.0,Disney
2023-12-26,2023,December,26,90.84,90.6,91.27,90.935,90.97,5231408.0,Disney
2023-12-27,2023,December,27,90.97,90.04,90.99,90.515,90.38,9956769.0,Disney
2023-12-28,2023,December,28,90.39,89.97,90.98,90.475,90.37,7747548.0,Disney
2023-12-29,2023,December,29,90.38,89.86,90.6,90.22999999999999,90.33,7318800.0,Disney
2023-12-30,2023,December,30,90.34,90.29,90.34,90.315,90.29,1096176.0,Disney
2024-01-02,2024,January,2,90.1,89.73,91.48,90.605,90.67,6245951.0,Disney
2024-01-03,2024,January,3,90.67,90.0,92.08,91.03999999999999,91.65,8365785.0,Disney
2024-01-04,2024,January,4,91.64,90.0,91.94,90.97,90.56,9052074.0,Disney
2024-01-05,2024,January,5,90.57,90.36,91.32,90.84,90.89,6711729.0,Disney
2024-01-06,2024,January,6,90.88,90.86,90.91,90.88499999999999,90.9,3504339.0,Disney
2024-01-08,2024,January,8,91.55,91.0,91.94,91.47,91.52,6489493.0,Disney
2024-01-09,2024,January,9,91.52,89.6,91.55,90.57499999999999,89.66,9785205.0,Disney
2024-01-10,2024,January,10,89.67,88.88,89.82,89.35,89.33,8056588.0,Disney
2024-01-11,2024,January,11,89.33,88.69,89.78,89.235,89.44,7673903.0,Disney
2024-01-12,2024,January,12,89.44,89.43,90.83,90.13,90.37,8317864.0,Disney
2024-01-13,2024,January,13,90.36,90.35,90.46,90.405,90.35,4304327.0,Disney
2024-01-16,2024,January,16,90.29,89.46,93.07,91.26499999999999,93.07,10957697.0,Disney
2024-01-17,2024,January,17,93.08,90.1,93.76,91.93,90.31,12510243.0,Disney
2024-01-18,2024,January,18,90.31,90.31,92.51,91.41,92.21,11058704.0,Disney
2024-01-19,2024,January,19,92.2,91.63,93.58,92.60499999999999,93.02,10355216.0,Disney
2024-01-20,2024,January,20,93.02,93.02,93.07,93.04499999999999,93.06,2045627.0,Disney
2024-01-22,2024,January,22,92.87,92.87,95.23,94.05000000000001,95.08,10051523.0,Disney
2024-01-23,2024,January,23,95.07,93.18,95.89,94.535,93.72,9490867.0,Disney
2024-01-24,2024,January,24,93.72,93.26,95.25,94.255,93.52,8236969.0,Disney
2024-01-25,2024,January,25,93.53,93.5,94.94,94.22,94.91,6899371.0,Disney
2024-01-26,2024,January,26,94.91,94.7,95.53,95.11500000000001,95.36,5879608.0,Disney
2024-01-27,2024,January,27,95.37,95.35,95.37,95.36,95.36,839630.0,Disney
2024-01-29,2024,January,29,95.42,95.0,97.5,96.25,97.5,8574493.0,Disney
2024-01-30,2024,January,30,97.5,96.01,97.54,96.775,96.94,10404777.0,Disney
2024-01-31,2024,January,31,96.95,95.81,97.57,96.69,96.02,6408999.0,Disney
2024-02-01,2024,February,1,96.01,95.9,97.93,96.915,97.08,6917293.0,Disney
2024-02-02,2024,February,2,97.05,95.82,97.41,96.615,97.19,6793312.0,Disney
2024-02-03,2024,February,3,97.19,97.13,97.2,97.16499999999999,97.13,1836252.0,Disney
2024-02-05,2024,February,5,96.7,96.49,97.37,96.93,96.7,6875038.0,Disney
2024-02-06,2024,February,6,96.7,96.64,99.29,97.965,99.24,13313414.0,Disney
2024-02-07,2024,February,7,99.24,96.64,99.32,97.97999999999999,99.22,18183047.0,Disney
2024-02-08,2024,February,8,99.23,99.14,112.77,105.955,110.53,46152935.0,Disney
2024-02-09,2024,February,9,110.52,107.69,110.54,109.11500000000001,108.43,16428979.0,Disney
2024-02-10,2024,February,10,108.45,108.36,108.45,108.405,108.39,2127069.0,Disney
2024-02-12,2024,February,12,107.88,107.83,111.06,109.445,109.32,8652877.0,Disney
2024-02-13,2024,February,13,109.32,108.21,110.65,109.43,110.52,10639020.0,Disney
2024-02-14,2024,February,14,110.52,109.67,111.68,110.67500000000001,111.67,8998529.0,Disney
2024-02-15,2024,February,15,111.65,111.08,112.92,112.0,112.45,9426250.0,Disney
2024-02-16,2024,February,16,112.45,111.16,112.56,111.86,111.58,6269539.0,Disney
2024-02-17,2024,February,17,111.58,111.58,111.61,111.595,111.6,1363799.0,Disney
2024-02-20,2024,February,20,110.85,109.35,111.13,110.24,109.42,4920012.0,Disney
2024-02-21,2024,February,21,109.42,107.24,109.48,108.36,107.7,10081496.0,Disney
2024-02-22,2024,February,22,107.69,107.41,108.49,107.94999999999999,107.64,7142229.0,Disney
2024-02-23,2024,February,23,107.65,105.83,108.0,106.91499999999999,107.81,8321231.0,Disney
2024-02-24,2024,February,24,107.8,107.74,107.81,107.775,107.74,1219679.0,Disney
2024-02-26,2024,February,26,107.52,107.38,108.76,108.07,107.66,4781724.0,Disney
2024-02-27,2024,February,27,107.66,107.66,109.58,108.62,109.47,5917435.0,Disney
2024-02-28,2024,February,28,109.45,108.66,111.04,109.85,110.8,8052439.0,Disney
2024-02-29,2024,February,29,110.81,110.8,112.75,111.775,111.65,7475091.0,Disney
2024-03-01,2024,March,1,111.61,111.03,112.15,111.59,112.0,6919579.0,Disney
2024-03-02,2024,March,2,111.98,111.93,112.0,111.965,111.95,829992.0,Disney
2024-03-04,2024,March,4,112.67,111.8,114.13,112.965,113.69,6885790.0,Disney
2024-03-05,2024,March,5,113.69,112.27,115.19,113.72999999999999,112.89,11530184.0,Disney
2024-03-06,2024,March,6,112.89,109.25,113.3,111.275,110.09,11154446.0,Disney
2024-03-07,2024,March,7,110.08,109.2,111.08,110.14,110.27,6592496.0,Disney
2024-03-08,2024,March,8,110.23,109.34,111.31,110.325,110.34,8074809.0,Disney
2024-03-09,2024,March,9,110.31,110.31,110.35,110.33,110.32,784761.0,Disney
2024-03-11,2024,March,11,110.09,110.03,112.91,111.47,112.31,6613075.0,Disney
2024-03-12,2024,March,12,112.52,111.64,112.95,112.295,112.46,7634631.0,Disney
2024-03-13,2024,March,13,112.74,112.44,114.13,113.285,112.5,5526035.0,Disney
2022-01-03,2022,January,3,605.609985,590.559998,609.98999,600.274994,597.369995,3067500.0,Netflix
2022-01-04,2022,January,4,599.909973,581.599976,600.409973,591.0049745,591.150024,4393100.0,Netflix
2022-01-05,2022,January,5,592.0,566.880005,592.840027,579.860016,567.52002,4148700.0,Netflix
2022-01-06,2022,January,6,554.340027,542.01001,563.359985,552.6849975,553.289978,5711800.0,Netflix
2022-01-07,2022,January,7,549.460022,538.219971,553.429993,545.824982,541.059998,3382900.0,Netflix
2022-01-10,2022,January,10,538.48999,526.320007,543.690002,535.0050045,539.849976,4486100.0,Netflix
2022-01-11,2022,January,11,536.98999,530.070007,543.909973,536.98999,540.840027,3077800.0,Netflix
2022-01-12,2022,January,12,544.27002,532.02002,544.27002,538.14502,537.219971,3787400.0,Netflix
2022-01-13,2022,January,13,537.059998,518.26001,540.789978,529.524994,519.200012,4475100.0,Netflix
2022-01-14,2022,January,14,517.599976,511.880005,538.369995,525.125,525.690002,7861100.0,Netflix
2022-01-18,2022,January,18,520.080017,508.679993,521.75,515.2149965,510.799988,4839100.0,Netflix
2022-01-19,2022,January,19,515.0,510.51001,523.210022,516.860016,515.859985,4353500.0,Netflix
2022-01-20,2022,January,20,517.75,506.929993,526.640015,516.785004,508.25,12659000.0,Netflix
2022-01-21,2022,January,21,400.429993,379.98999,409.149994,394.56999199999996,397.5,58904300.0,Netflix
2022-01-24,2022,January,24,383.910004,351.459991,387.26001,369.3600005,387.149994,32346000.0,Netflix
2022-01-25,2022,January,25,379.140015,365.130005,387.709991,376.41999799999996,366.420013,15145800.0,Netflix
2022-01-26,2022,January,26,378.269989,356.619995,382.660004,369.63999950000004,359.700012,12684000.0,Netflix
2022-01-27,2022,January,27,382.059998,378.100006,394.799988,386.449997,386.700012,24324700.0,Netflix
2022-01-28,2022,January,28,386.76001,372.079987,387.0,379.53999350000004,384.359985,11966600.0,Netflix
