Date,Year,Month,Day,Open Price,Low Price,High Price,AVG Price,Close Price,Volume
2022-03-23,2022,March,23,3274.1,3253.74,3327.4,3290.5699999999997,3268.16,2790592
2022-03-24,2022,March,24,3274.99,3201.0,3282.37,3241.685,3272.99,2839902
2022-03-25,2022,March,25,3280.0,3245.0,3307.37,3276.185,3295.47,2454274
2022-03-28,2022,March,28,3299.5,3298.0,3380.75,3339.375,3379.81,2992690
2022-03-29,2022,March,29,3407.68,3357.37,3416.63,3387.0,3386.3,3307679
2022-03-30,2022,March,30,3370.19,3310.0,3379.01,3344.505,3326.02,2808362
2022-03-31,2022,March,31,3328.895,3259.07,3329.9,3294.485,3259.95,2998288
2022-04-01,2022,April,1,3282.99,3246.39,3316.54,3281.465,3271.2,2854474
2022-04-04,2022,April,4,3282.5,3264.11,3367.89,3316.0,3366.93,2500397
2022-04-05,2022,April,5,3354.83,3265.32,3362.21,3313.7650000000003,3281.1,2686427
2022-04-06,2022,April,6,3233.01,3145.09,3244.0,3194.545,3175.12,3952787
2022-04-07,2022,April,7,3168.0,3090.23,3201.58,3145.9049999999997,3155.69,3406838
2022-04-08,2022,April,8,3135.0,3084.615,3147.37,3115.9925,3089.21,2300082
2022-04-11,2022,April,11,3054.26,3010.69,3082.73,3046.71,3022.44,2605616
2022-04-12,2022,April,12,3073.85,3007.66,3101.98,3054.8199999999997,3015.75,2758871
2022-04-13,2022,April,13,3000.37,2992.0,3120.5,3056.25,3110.82,2669543
2022-04-14,2022,April,14,3107.8,3029.435,3117.94,3073.6875,3034.13,2579906
2022-04-18,2022,April,18,3030.47,3005.01,3080.79,3042.9,3055.7,2325675
2022-04-19,2022,April,19,3040.59,3031.01,3172.98,3101.995,3162.31,2746320
2022-04-20,2022,April,20,3152.05,3072.07,3152.05,3112.0600000000004,3079.96,2981500
2022-04-21,2022,April,21,3094.28,2951.79,3134.76,3043.275,2965.92,3198465
2022-04-22,2022,April,22,2965.0,2873.95,2992.3,2933.125,2887.0,3653928
2022-04-25,2022,April,25,2880.46,2846.131,2924.43,2885.2805,2921.48,3093748
2022-04-26,2022,April,26,2896.0,2778.59,2897.115,2837.8525,2787.82,3876457
2022-04-27,2022,April,27,2803.83,2715.67,2838.97,2777.3199999999997,2763.34,3566814
2022-04-28,2022,April,28,2843.56,2806.0,2918.75,2862.375,2891.93,5865846
2022-04-29,2022,April,29,2596.98,2432.5,2615.22,2523.8599999999997,2485.63,13633089
2022-05-02,2022,May,2,2448.02,2367.5,2493.365,2430.4325,2490.0,7439448
2022-05-03,2022,May,3,2481.07,2456.5,2524.41,2490.455,2485.07,3956667
2022-05-04,2022,May,4,2472.0,2383.66,2520.0,2451.83,2518.57,5537267
2022-05-05,2022,May,5,2460.0,2301.45,2469.98,2385.715,2328.14,7219560
2022-05-06,2022,May,6,2297.0,2261.625,2381.01,2321.3175,2295.45,6212994
2022-05-09,2022,May,9,2226.25,2159.14,2280.0,2219.5699999999997,2175.78,6406218
2022-05-10,2022,May,10,2225.0,2143.42,2252.85,2198.135,2177.18,5271690
2022-05-11,2022,May,11,2162.07,2088.57,2203.12,2145.8450000000003,2107.44,5485181
2022-05-12,2022,May,12,2055.0,2048.11,2215.615,2131.8625,2138.61,6601256
2022-05-13,2022,May,13,2181.38,2156.0,2263.68,2209.84,2261.1,4684227
2022-05-16,2022,May,16,2262.0,2207.083,2279.85,2243.4665,2216.21,3728286
2022-05-17,2022,May,17,2265.5,2225.53,2316.0,2270.7650000000003,2307.37,3822386
2022-05-18,2022,May,18,2228.79,2124.975,2257.06,2191.0175,2142.25,5418958
2022-05-19,2022,May,19,2125.61,2123.858,2200.68,2162.2690000000002,2146.38,4407126
2022-05-20,2022,May,20,2191.37,2100.187,2197.96,2149.0735,2151.82,4975031
2022-05-23,2022,May,23,2169.22,2079.0,2176.375,2127.6875,2151.14,5389867
2022-05-24,2022,May,24,2080.5,2025.2,2108.0,2066.6,2082.0,5146733
2022-05-25,2022,May,25,2073.11,2073.0,2163.5,2118.25,2135.5,4656004
2022-05-26,2022,May,26,2159.4,2149.07,2253.31,2201.19,2221.55,4650129
2022-05-27,2022,May,27,2271.0,2252.56,2303.74,2278.1499999999996,2302.93,4683007
2022-05-31,2022,May,31,2325.6,2313.5,2439.89,2376.6949999999997,2404.19,7231707
2022-06-01,2022,June,1,2445.12,2412.445,2503.58,2458.0125,2433.68,6376448
2022-06-02,2022,June,2,2433.68,2400.9,2512.2,2456.55,2510.22,5028033
2022-06-03,2022,June,3,2484.0,2420.929,2488.0,2454.4645,2447.0,4880165
2022-06-06,2022,June,6,125.245,123.81,128.99,126.4,124.79,135268984
2022-06-07,2022,June,7,122.005,120.63,124.1,122.365,123.0,85156711
2022-06-08,2022,June,8,122.61,120.75,123.75,122.25,121.18,64926594
2022-06-09,2022,June,9,119.99,116.1,121.3,118.69999999999999,116.15,67029844
2022-06-10,2022,June,10,113.415,109.05,114.5,111.775,109.65,87412250
2022-06-13,2022,June,13,104.19,101.86,106.54,104.2,103.67,99277742
2022-06-14,2022,June,14,104.19,101.43,104.88,103.155,102.31,69728758
2022-06-15,2022,June,15,103.86,103.53,109.06,106.295,107.67,85011055
2022-06-16,2022,June,16,104.47,102.01,104.58,103.295,103.66,82186305
2022-06-17,2022,June,17,102.8,102.51,106.98,104.745,106.22,99772148
2022-06-21,2022,June,21,108.2,103.56,111.6299,107.59495000000001,108.68,70901250
2022-06-22,2022,June,22,107.43,107.02,112.13,109.57499999999999,108.95,60040129
2022-06-23,2022,June,23,110.39,107.93,113.0,110.465,112.44,64345301
2022-06-24,2022,June,24,112.38,111.43,116.71,114.07,116.46,69867617
2022-06-27,2022,June,27,117.09,112.7,117.98,115.34,113.22,62133238
2022-06-28,2022,June,28,113.5,107.04,114.85,110.945,107.4,75172031
2022-06-29,2022,June,29,107.38,106.91,110.99,108.94999999999999,108.92,66375344
2022-06-30,2022,June,30,108.11,102.52,108.18,105.35,106.21,97679398
2022-07-01,2022,July,1,106.29,105.8469,109.75,107.79845,109.56,73021172
2022-07-05,2022,July,5,107.6,106.3242,114.08,110.2021,113.5,76684406
2022-07-06,2022,July,6,113.21,112.01,115.48,113.745,114.33,66958883
2022-07-07,2022,July,7,113.85,113.49,116.99,115.24,116.33,57872320
2022-07-08,2022,July,8,114.6,113.69,116.58,115.13499999999999,115.54,45719688
2022-07-11,2022,July,11,114.08,110.87,114.3,112.58500000000001,111.75,53540020
2022-07-12,2022,July,12,112.16,108.34,113.23,110.785,109.22,54280262
2022-07-13,2022,July,13,107.03,106.01,111.78,108.89500000000001,110.4,61353809
2022-07-14,2022,July,14,110.24,107.58,111.18,109.38,110.63,51163141
2022-07-15,2022,July,15,112.5,111.59,115.59,113.59,113.55,84317820
2022-07-18,2022,July,18,115.0,113.15,117.24,115.195,113.76,59115422
2022-07-19,2022,July,19,115.7,114.03,118.95,116.49000000000001,118.21,60990039
2022-07-20,2022,July,20,118.615,118.32,123.475,120.8975,122.77,71268320
2022-07-21,2022,July,21,123.2,121.26,124.85,123.055,124.63,60239887
2022-07-22,2022,July,22,125.01,121.3504,125.5,123.42519999999999,122.42,51463801
2022-07-25,2022,July,25,122.695,120.03,123.64,121.83500000000001,121.14,50221262
2022-07-26,2022,July,26,115.79,114.53,118.15,116.34,114.81,67075062
2022-07-27,2022,July,27,117.31,117.16,121.9,119.53,120.97,61582020
2022-07-28,2022,July,28,121.57,118.08,122.84,120.46000000000001,122.28,82245539
2022-07-29,2022,July,29,134.9,132.41,137.65,135.03,134.95,148892891
2022-08-01,2022,August,1,134.96,133.51,138.8339,136.17194999999998,135.39,76846914
2022-08-02,2022,August,2,134.72,134.09,137.44,135.765,134.16,61922434
2022-08-03,2022,August,3,136.21,136.05,140.49,138.27,139.52,71827773
2022-08-04,2022,August,4,140.58,139.55,143.56,141.555,142.57,70585023
2022-08-05,2022,August,5,140.1,139.6,142.86,141.23000000000002,140.8,50686871
2022-08-08,2022,August,8,142.05,138.29,144.23,141.26,139.41,52303480
2022-08-09,2022,August,9,138.052,136.21,138.9523,137.58115,137.83,40434719
2022-08-10,2022,August,10,142.9,141.01,144.6,142.805,142.69,54773820
2022-08-11,2022,August,11,143.86,139.76,144.49,142.125,140.64,44867340
2022-08-12,2022,August,12,142.05,140.1201,143.57,141.84505000000001,143.55,47643480
2022-08-15,2022,August,15,142.8,141.49,143.76,142.625,143.18,39014578
2022-08-16,2022,August,16,143.905,142.0,146.57,144.285,144.78,59102859
2022-08-17,2022,August,17,142.69,140.78,143.38,142.07999999999998,142.1,48149781
2022-08-18,2022,August,18,141.32,140.38,142.77,141.575,142.3,37458738
2022-08-19,2022,August,19,140.47,137.9142,141.11,139.5121,138.23,47792840
2022-08-22,2022,August,22,135.72,132.85,136.32,134.58499999999998,133.22,50461500
2022-08-23,2022,August,23,133.41,132.95,134.99,133.97,133.62,36252102
2022-08-24,2022,August,24,132.75,132.1,135.47,133.785,133.8,38626980
2022-08-25,2022,August,25,135.26,134.28,137.42,135.85,137.28,37496281
2022-08-26,2022,August,26,136.55,130.5,137.83,134.16500000000002,130.75,53322660
2022-08-29,2022,August,29,129.9,128.77,131.9499,130.35995000000003,129.79,48101641
2022-08-30,2022,August,30,131.25,126.85,132.0745,129.46224999999998,128.73,49202992
2022-08-31,2022,August,31,129.45,126.74,130.59,128.665,126.77,53648699
2022-09-01,2022,September,1,126.0,123.66,128.02,125.84,127.82,56636152
2022-09-02,2022,September,2,129.5,126.39,131.38,128.885,127.51,57429832
2022-09-06,2022,September,6,127.92,124.74,128.62,126.68,126.11,43888594
2022-09-07,2022,September,7,126.12,125.4,129.82,127.61,129.48,47834488
2022-09-08,2022,September,8,127.72,127.1,130.28,128.69,129.82,43988512
2022-09-09,2022,September,9,130.91,130.76,133.69,132.225,133.27,49422262
2022-09-12,2022,September,12,134.095,134.0,136.49,135.245,136.45,53826859
2022-09-13,2022,September,13,131.01,126.27,131.4,128.835,126.82,72694008
2022-09-14,2022,September,14,127.364,126.33,128.84,127.58500000000001,128.55,45316770
2022-09-15,2022,September,15,127.38,125.495,130.37,127.9325,126.28,52887199
2022-09-16,2022,September,16,122.78,120.7,123.87,122.285,123.53,115667797
2022-09-19,2022,September,19,122.16,121.8,124.71,123.255,124.66,47279727
2022-09-20,2022,September,20,123.35,121.14,124.3963,122.76814999999999,122.19,47698434
2022-09-21,2022,September,21,122.49,118.45,123.76,121.105,118.54,58498887
2022-09-22,2022,September,22,117.08,116.26,118.79,117.525,117.31,55229191
2022-09-23,2022,September,23,116.0,112.06,116.05,114.055,113.78,65126672
2022-09-26,2022,September,26,113.295,113.13,117.34,115.235,115.15,62723273
2022-09-27,2022,September,27,117.195,113.05,118.32,115.685,114.41,60094688
2022-09-28,2022,September,28,114.38,113.8,118.7,116.25,118.01,55763754
2022-09-29,2022,September,29,115.6,113.06,116.07,114.565,114.8,58969711
2022-09-30,2022,September,30,114.075,112.84,116.92,114.88,113.0,59479594
2022-10-03,2022,October,3,113.58,112.45,116.91,114.68,115.88,50941848
2022-10-04,2022,October,4,119.89,119.79,123.0,121.39500000000001,121.09,62812559
2022-10-05,2022,October,5,118.58,117.69,121.75,119.72,120.95,48217539
2022-10-06,2022,October,6,120.77,119.5,121.53,120.515,120.3,42253762
2022-10-07,2022,October,7,118.0,113.88,118.17,116.025,114.56,54677980
2022-10-10,2022,October,10,115.1,112.43,116.25,114.34,113.67,42339680
2022-10-11,2022,October,11,112.71,110.39,115.48,112.935,112.21,56432230
2022-10-12,2022,October,12,112.49,111.4,113.83,112.61500000000001,112.9,45728660
2022-10-13,2022,October,13,107.88,105.345,113.44,109.3925,112.53,86868094
2022-10-14,2022,October,14,114.1,106.6,114.96,110.78,106.9,67737344
2022-10-17,2022,October,17,110.11,110.09,114.19,112.14,113.79,62781992
2022-10-18,2022,October,18,119.06,114.79,119.52,117.155,116.36,65607445
2022-10-19,2022,October,19,114.71,113.22,116.5932,114.9066,115.07,47198121
2022-10-20,2022,October,20,113.83,113.51,118.24,115.875,115.25,48795102
2022-10-21,2022,October,21,114.792,114.5,119.59,117.045,119.32,55660488
2022-10-24,2022,October,24,119.98,116.57,120.39,118.47999999999999,119.82,49531520
2022-10-25,2022,October,25,119.65,118.95,121.3152,120.1326,120.6,50934609
2022-10-26,2022,October,26,116.0,114.76,119.3457,117.05285,115.66,69002461
2022-10-27,2022,October,27,113.92,109.77,114.12,111.945,110.96,129605398
2022-10-28,2022,October,28,97.905,97.66,103.96,100.81,103.41,223133406
2022-10-31,2022,October,31,103.56,100.74,104.87,102.805,102.44,99251398
2022-11-01,2022,November,1,103.99,96.06,104.58,100.32,96.79,153370000
2022-11-02,2022,November,2,97.315,92.01,97.74,94.875,92.12,135761797
2022-11-03,2022,November,3,92.47,89.02,93.5,91.25999999999999,89.3,136683297
2022-11-04,2022,November,4,91.49,88.04,92.44,90.24000000000001,90.98,129101297
2022-11-07,2022,November,7,91.95,89.04,92.1,90.57,90.53,77495727
2022-11-08,2022,November,8,90.79,88.23,91.72,89.975,89.98,88703367
2022-11-09,2022,November,9,89.47,85.87,89.48,87.67500000000001,86.14,90796250
2022-11-10,2022,November,10,92.935,91.65,98.69,95.17,96.63,173414891
2022-11-11,2022,November,11,97.88,96.66,101.19,98.925,100.79,111590492
2022-11-14,2022,November,14,98.77,97.29,100.1199,98.70495,98.49,99533070
2022-11-15,2022,November,15,103.21,97.34,103.79,100.565,98.94,111336305
2022-11-16,2022,November,16,96.85,95.54,98.4879,97.01395,97.12,87958828
2022-11-17,2022,November,17,95.37,94.03,96.97,95.5,94.85,82617875
2022-11-18,2022,November,18,95.95,92.48,95.99,94.235,94.14,72428195
2022-11-21,2022,November,21,93.97,90.59,95.02,92.805,92.46,84330273
2022-11-22,2022,November,22,92.62,90.87,93.35,92.11,93.2,62191961
2022-11-23,2022,November,23,93.24,92.83,94.58,93.705,94.13,59414680
2022-11-25,2022,November,25,93.79,93.065,94.43,93.7475,93.41,35088609
2022-11-28,2022,November,28,93.93,93.43,96.4,94.915,93.95,75062320
2022-11-29,2022,November,29,94.04,91.44,94.41,92.925,92.42,65567289
2022-11-30,2022,November,30,92.47,91.525,96.54,94.0325,96.54,102805797
2022-12-01,2022,December,1,96.99,94.92,97.23,96.075,95.5,68487969
2022-12-02,2022,December,2,94.475,93.78,95.36,94.57,94.13,72496391
2022-12-05,2022,December,5,93.05,90.82,94.06,92.44,91.01,71535531
2022-12-06,2022,December,6,90.5,87.9,91.04,89.47,88.25,75503633
2022-12-07,2022,December,7,88.34,87.48,89.89,88.685,88.46,68086883
2022-12-08,2022,December,8,89.24,87.88,90.86,89.37,90.35,73305891
2022-12-09,2022,December,9,88.9,88.63,90.3,89.465,89.09,67398516
2022-12-12,2022,December,12,89.21,87.87,90.58,89.225,90.55,61999762
2022-12-13,2022,December,13,95.23,90.52,96.25,93.38499999999999,92.49,100212000
2022-12-14,2022,December,14,92.502,89.87,93.4581,91.66405,91.58,70298008
2022-12-15,2022,December,15,89.89,87.47,89.97,88.72,88.45,84802883
2022-12-16,2022,December,16,88.265,86.73,89.35,88.03999999999999,87.86,146144094
2022-12-19,2022,December,19,87.51,84.51,87.63,86.07,84.92,83531453
2022-12-20,2022,December,20,85.33,84.33,86.61,85.47,85.19,74348305
2022-12-21,2022,December,21,86.175,85.21,87.225,86.2175,86.77,59267160
2022-12-22,2022,December,22,85.52,82.25,85.68,83.965,83.79,81431312
2022-12-23,2022,December,23,83.25,82.9344,85.78,84.3572,85.25,57433660
2022-12-27,2022,December,27,84.97,83.0,85.35,84.175,83.04,57284039
2022-12-28,2022,December,28,82.8,81.69,83.48,82.58500000000001,81.82,58228578
2022-12-29,2022,December,29,82.87,82.55,84.55,83.55,84.18,54995898
2022-12-30,2022,December,30,83.12,82.47,84.05,83.25999999999999,84.0,62401191
2023-01-03,2023,January,3,85.46,84.205,86.96,85.5825,85.82,76706039
2023-01-04,2023,January,4,86.55,83.36,86.98,85.17,85.14,68885117
2023-01-05,2023,January,5,85.33,83.07,85.42,84.245,83.12,67930828
2023-01-06,2023,January,6,83.03,81.43,86.4,83.915,86.08,83303359
2023-01-09,2023,January,9,87.46,87.08,89.48,88.28,87.36,65266059
2023-01-10,2023,January,10,87.57,87.29,90.185,88.73750000000001,89.87,67756602
2023-01-11,2023,January,11,90.93,90.93,95.26,93.095,95.09,103126203
2023-01-12,2023,January,12,96.93,93.5,97.19,95.345,95.27,85254781
2023-01-13,2023,January,13,94.18,94.12,98.37,96.245,98.12,85549430
2023-01-17,2023,January,17,98.68,95.73,98.89,97.31,96.05,72755000
2023-01-18,2023,January,18,97.25,95.38,99.32,97.35,95.46,79570367
2023-01-19,2023,January,19,94.74,92.86,95.44,94.15,93.68,69002656
2023-01-20,2023,January,20,93.86,93.2025,97.354,95.27825,97.25,67481539
2023-01-23,2023,January,23,97.56,95.86,97.78,96.82,97.52,76501102
2023-01-24,2023,January,24,96.93,96.0,98.09,97.045,96.32,66929445
2023-01-25,2023,January,25,92.56,91.52,97.24,94.38,97.18,94261570
2023-01-26,2023,January,26,98.235,96.92,99.49,98.205,99.22,68523562
2023-01-27,2023,January,27,99.53,99.53,103.485,101.5075,102.24,87775609
2023-01-30,2023,January,30,101.09,99.01,101.74,100.375,100.55,70691859
2023-01-31,2023,January,31,101.155,101.14,103.3484,102.2442,103.13,66527250
2023-02-01,2023,February,1,102.53,101.24,106.24,103.74,105.15,80450117
2023-02-02,2023,February,2,110.245,108.88,114.0,111.44,112.91,158154203
2023-02-03,2023,February,3,105.26,102.52,108.78,105.65,103.39,144374797
2023-02-06,2023,February,6,102.925,100.65,103.9484,102.29920000000001,102.18,81945203
2023-02-07,2023,February,7,101.17,98.08,102.41,100.245,102.11,119501297
2023-02-08,2023,February,8,102.04,98.775,102.6699,100.72245000000001,100.05,75878305
2023-02-09,2023,February,9,101.32,97.57,101.78,99.675,98.24,64622488
2023-02-10,2023,February,10,97.56,96.23,98.8163,97.52315,97.61,52740129
2023-02-13,2023,February,13,97.85,96.91,99.68,98.295,99.54,52841461
2023-02-14,2023,February,14,98.41,97.52,100.9207,99.22035,99.7,56202898
2023-02-15,2023,February,15,99.09,98.45,101.17,99.81,101.16,48053879
2023-02-16,2023,February,16,99.21,98.1,100.63,99.365,98.15,56339168
2023-02-17,2023,February,17,97.8,95.65,97.94,96.795,97.2,60029406
2023-02-21,2023,February,21,95.335,94.27,95.605,94.9375,94.58,56580359
2023-02-22,2023,February,22,95.1,94.8,97.01,95.905,95.79,59534090
2023-02-23,2023,February,23,96.12,93.67,96.43,95.05000000000001,95.82,48466992
2023-02-24,2023,February,24,93.53,92.3186,94.14,93.2293,93.5,57053809
2023-02-27,2023,February,27,94.28,93.14,94.78,93.96000000000001,93.76,47470320
2023-02-28,2023,February,28,93.14,92.92,94.69,93.805,94.23,43959289
2023-03-01,2023,March,1,93.87,91.59,94.68,93.135,92.17,52299520
2023-03-02,2023,March,2,91.41,90.39,92.23,91.31,92.13,55574820
2023-03-03,2023,March,3,92.74,92.66,94.94,93.8,94.9,55759609
2023-03-06,2023,March,6,95.19,93.74,96.545,95.1425,93.75,52112359
2023-03-07,2023,March,7,94.06,92.78,95.09,93.935,93.55,49100672
2023-03-08,2023,March,8,93.6,92.18,94.165,93.17250000000001,93.92,44899129
2023-03-09,2023,March,9,93.68,92.18,96.21,94.195,92.25,56218711
2023-03-10,2023,March,10,92.67,90.245,93.57,91.9075,90.73,69827484
2023-03-13,2023,March,13,89.97,88.12,94.02,91.07,92.43,72397047
2023-03-14,2023,March,14,93.83,92.71,95.07,93.88999999999999,94.88,60912672
2023-03-15,2023,March,15,93.22,93.07,96.67,94.87,96.2,70731789
2023-03-16,2023,March,16,95.75,95.61,100.99,98.3,100.04,84558930
2023-03-17,2023,March,17,99.79,97.455,100.66,99.0575,98.95,87300242
2023-03-20,2023,March,20,98.41,95.7,98.48,97.09,97.71,62388910
2023-03-21,2023,March,21,98.14,98.0,100.845,99.4225,100.61,58597281
2023-03-22,2023,March,22,100.45,98.61,102.1,100.35499999999999,98.7,57475367
2023-03-23,2023,March,23,100.43,97.62,101.06,99.34,98.71,57559312
2023-03-24,2023,March,24,98.065,96.4,98.3,97.35,98.13,56144801
2023-03-27,2023,March,27,99.07,97.08,99.34,98.21000000000001,98.04,46721301
2023-03-28,2023,March,28,98.11,96.29,98.44,97.36500000000001,97.24,38720047
2023-03-29,2023,March,29,98.69,98.56,100.4218,99.49090000000001,100.25,49783281
2023-03-30,2023,March,30,101.55,101.01,103.04,102.025,102.0,53633398
2023-03-31,2023,March,31,102.16,101.95,103.49,102.72,103.29,56750320
2023-04-03,2023,April,3,102.3,101.43,103.29,102.36000000000001,102.41,41135727
2023-04-04,2023,April,4,102.75,102.11,104.2,103.155,103.95,48662500
2023-04-05,2023,April,5,103.91,100.7506,103.91,102.3303,101.1,45175391
2023-04-06,2023,April,6,100.75,99.8008,102.3817,101.09125,102.06,43808020
2023-04-10,2023,April,10,100.96,99.57,102.2,100.88499999999999,102.17,37261191
2023-04-11,2023,April,11,100.8,99.01,101.0,100.005,99.92,60417848
2023-04-12,2023,April,12,100.4,97.705,100.51,99.1075,97.83,56735008
2023-04-13,2023,April,13,98.95,98.71,102.57,100.63999999999999,102.4,67925133
2023-04-14,2023,April,14,102.07,101.11,103.2013,102.15565000000001,102.51,51450520
2023-04-17,2023,April,17,103.16,101.59,103.73,102.66,102.74,39919461
2023-04-18,2023,April,18,103.95,101.52,104.2,102.86,102.3,39790520
2023-04-19,2023,April,19,101.58,101.39,105.12,103.255,104.3,58398887
2023-04-20,2023,April,20,103.53,103.21,105.25,104.22999999999999,103.81,57696871
2023-04-21,2023,April,21,106.1,105.08,108.15,106.61500000000001,106.96,86774195
2023-04-24,2023,April,24,107.655,105.07,109.23,107.15,106.21,69575609
2023-04-25,2023,April,25,104.91,102.45,105.45,103.95,102.57,65026820
2023-04-26,2023,April,26,105.04,104.1,106.62,105.36,104.98,73803789
2023-04-27,2023,April,27,108.16,106.8,110.86,108.83,109.82,149961203
2023-04-28,2023,April,28,107.73,104.33,109.48,106.905,105.45,130715906
2023-05-01,2023,May,1,104.95,101.82,105.23,103.525,102.05,74728094
2023-05-02,2023,May,2,101.47,101.15,103.9,102.525,103.63,73469352
2023-05-03,2023,May,3,103.735,103.28,105.96,104.62,103.65,65051930
2023-05-04,2023,May,4,104.04,103.3117,105.39,104.35085000000001,104.0,45345520
2023-05-05,2023,May,5,104.27,103.55,105.76,104.655,105.655,56951738
2023-05-08,2023,May,8,105.04,104.7001,106.095,105.39755,105.83,49430910
2023-05-09,2023,May,9,105.48,105.1567,106.79,105.97335000000001,106.62,44089359
2023-05-10,2023,May,10,108.1,108.05,110.67,109.36,110.19,78627617
2023-05-11,2023,May,11,111.03,110.49,113.28,111.88499999999999,112.18,74924844
